idx_original,Class,prediccion_fraude,probabilidad_fraude
2128,0,0,0.048537993268376024
2129,0,0,0.00039820274626359097
2130,0,0,0.15407584084301212
2131,0,0,0.48928188052622223
2132,0,1,0.5842296703951189
2133,0,1,0.8708181098090214
2134,0,0,0.03175361935285365
2135,0,0,0.07920685455775196
2136,0,0,0.001381387340349517
2137,0,0,0.0375736763005522
2138,0,0,0.04577671221265324
2139,0,0,0.20463067759754278
2140,0,0,0.198179204302391
2141,0,1,0.673836849739424
2142,0,0,0.0391434468935706
2143,0,0,0.06365410933142246
2144,0,0,0.18154752675883168
2145,0,0,0.0013287344439488567
2146,0,0,0.0029471105522034494
2147,0,0,0.3672223442185153
2148,0,0,0.13330415916897864
2149,0,0,0.09320486004775687
2150,0,0,0.24423589962659317
2151,0,0,0.20284784195037173
2152,0,0,0.00036029591147735904
2153,0,0,0.1175005784912208
2154,0,1,0.7378171962234285
2155,0,1,0.7648467969945474
2156,0,1,0.5758785078157903
2157,0,1,0.7261546997562557
2158,0,0,0.12376567908385629
2159,0,0,0.035340090847498236
2160,0,0,0.054416353106313285
2161,0,0,0.1118396293414407
2162,0,0,0.036550623210685626
2163,0,0,0.030761437861193983
2164,0,0,0.22689114649651307
2165,0,0,0.1693985185231388
2166,0,0,0.18955633309933828
2167,0,1,0.9488094818431606
2168,0,0,0.06148615841662528
2169,0,1,0.7502932034326736
2170,0,0,0.13607956947671518
2171,0,0,0.008468135237368899
2172,0,0,0.0005620286762446262
2173,0,0,0.02138295474184345
2174,0,0,0.0017746159627614964
2175,0,0,0.07220817207638745
2176,0,0,0.21464338629695168
2177,0,0,0.05501510717415221
2178,0,0,0.05688897857291756
2179,0,0,0.09801103398200563
2180,0,0,0.00040206028072672744
2181,0,1,0.9974876897010377
2182,0,1,0.8073301097439816
2183,0,0,0.3763323027778855
2184,0,0,0.08103447894463646
2185,0,0,0.035738671499175374
2186,0,0,0.024089581211584974
2187,0,0,0.08500045051598361
2188,0,0,0.032935446946126025
2189,0,0,0.10229072806860288
2190,0,0,0.3068813588603752
2191,0,0,0.4648379455910782
2192,0,0,0.15366953399454483
2193,0,0,0.048769446549169926
2194,0,0,0.06662533689683413
2195,0,0,0.07758190789581518
2196,0,0,0.0627816966027675
2197,0,1,0.9984425012677791
2198,0,0,0.001082783889780519
2199,0,0,0.07079094269965587
2200,0,0,0.00015132171444666488
2201,0,0,0.07221468666616883
2202,0,0,0.03154863609516511
2203,0,0,0.04762271614100718
2204,0,0,0.15475415030193213
2205,0,0,0.054704754686288354
2206,0,1,0.8237776990970994
2207,0,1,0.6169161441475451
2208,0,0,0.018377171803957034
2209,0,0,0.03649549829527682
2210,0,0,0.05110992016950099
2211,0,0,0.4818160728212983
2212,0,0,0.0009136215720014917
2213,0,0,0.12645659929226402
2214,0,0,0.14575907317478531
2215,0,0,0.026868362085787675
2216,0,1,0.7960821555151903
2217,0,0,0.09180467279326926
2218,0,1,0.5428670291230725
2219,0,0,0.0004656872795070846
2220,0,0,0.0007945402538514035
2221,0,0,0.04033712597987328
2222,0,0,0.12258497791377873
2223,0,0,0.0073795692965584895
2224,0,0,0.06529812164315892
2225,0,1,0.8823521858447931
2226,0,0,0.0006654507899278941
2227,0,0,0.02945072063325001
2228,0,0,0.15261934357909293
2229,0,0,0.07992671917070775
2230,0,0,0.0005466535170350005
2231,0,0,0.00019239264806747964
2232,0,0,0.13535787000931382
2233,0,0,0.001483406780457269
2234,0,0,0.030084466409724796
2235,0,0,8.299270229510325e-05
2236,0,0,0.18078603486866682
2237,0,0,0.06310137017977861
2238,0,0,0.49129199300799603
2239,0,1,0.5715553843362478
2240,0,0,0.06757954801710468
2241,0,0,0.028563386986330038
2242,0,0,0.33744421040811484
2243,0,0,0.08590326132050954
2244,0,0,0.07128158384817893
2245,0,0,0.04527914129885317
2246,0,0,0.0005156439853631664
2247,0,0,0.015668721932287816
2248,0,1,0.6538145074161192
2249,0,0,0.10357756408787071
2250,0,0,0.07800842137041247
2251,0,0,0.00026818696182702233
2252,0,0,0.04769607665775359
2253,0,0,0.030503840195328556
2254,0,0,0.0002632579319046374
2255,0,1,0.6636244591514143
2256,0,0,0.15871232732932056
2257,0,0,0.02113844262691783
2258,0,0,0.03021368964994778
2259,0,0,0.022004451325066832
2260,0,1,0.9988596679058239
2261,0,0,0.0007507843382707891
2262,0,0,0.017748309666505268
2263,0,0,0.16189942008889635
2264,0,0,0.18620917857519137
2265,0,0,0.07181241069727812
2266,0,0,0.03082456555784359
2267,0,0,0.03184938018779868
2268,0,0,0.13466077725845219
2269,0,0,0.25756437583269176
2270,0,0,0.24115713638811936
2271,0,0,0.044378007415605554
2272,0,0,0.03398607183959747
2273,0,0,0.06856193553450224
2274,0,0,0.11669069483909565
2275,0,0,0.05817555438924509
2276,0,0,0.11751377014834019
2277,0,1,0.7830419793249692
2278,0,1,0.7383335910243237
2279,0,1,0.8549463662106352
2280,0,0,0.06188748393002218
2281,0,1,0.8169393137255526
2282,0,0,0.1433598148863479
2283,0,0,0.06715728421100799
2284,0,0,0.4576154048555502
2285,0,0,0.029097722685185005
2286,0,0,0.05485233890661683
2287,0,0,0.12305677202101914
2288,0,1,0.5949665115749152
2289,0,0,0.10868865217249378
2290,0,0,0.02147915416586386
2291,0,0,0.13981212885884378
2292,0,0,0.0020963554577516632
2293,0,1,0.8046511621614517
2294,0,0,0.11860293591142643
2295,0,0,0.023215000006083283
2296,0,0,0.03067228245726312
2297,0,0,0.1250028000764619
2298,0,0,0.049797484459228145
2299,0,0,0.059922903804885325
2300,0,1,0.5182089628146718
2301,0,0,0.06732921847498659
2302,0,0,0.09366936470695729
2303,0,0,0.053768440599266
2304,0,1,0.6550806517853833
2305,0,1,0.9885035070039223
2306,0,0,0.014052806317626742
2307,0,0,0.03234766222688849
2308,0,0,0.033309788124632145
2309,0,1,0.6464341928963935
2310,0,0,0.01662071295767089
2311,0,0,0.36923864008176555
2312,0,0,0.0863692879743004
2313,0,1,0.9849636602021833
2314,0,0,0.101789935780631
2315,0,1,0.9932875592027463
2316,0,0,0.08365872784248672
2317,0,0,0.0017163514931241813
2318,0,0,0.021394041737859106
2319,0,0,0.04575304850976276
2320,0,1,0.926891314366187
2321,0,0,0.03428043210136415
2322,0,0,0.0004511063737495309
2323,0,0,0.05394911698074997
2324,0,1,0.5616165566212308
2325,0,0,0.06994339432337851
2326,0,0,0.0902915786558333
2327,0,0,0.036770685680600386
2328,0,0,0.05403372496609022
2329,0,0,0.14957631437994193
2330,0,0,0.1591734936822915
2331,0,0,0.46287820058014384
2332,0,1,0.6566167268595249
2333,0,1,0.5836314497656525
2334,0,0,0.04344290941420281
2335,0,0,0.11476565390350202
2336,0,0,0.3475047899915922
2337,0,0,0.02680266229216873
2338,0,0,0.029269818521010516
2339,0,0,0.08058243735465868
2340,0,0,0.035055003634843526
2341,0,0,0.06960872198543336
2342,0,0,0.029929073264525593
2343,0,1,0.9406612709266388
2344,0,1,0.7353949171388738
2345,0,1,0.9993390396695928
2346,0,0,0.026799174069076594
2347,0,0,0.0024514207352202893
2348,0,0,0.09102494396513365
2349,0,0,0.04508314245735704
2350,0,0,0.052314954157045915
2351,0,1,0.9967924284555862
2352,0,0,0.21679162148301584
2353,0,1,0.801157813422923
2354,0,0,0.032722269117010504
2355,0,1,0.9017376813363577
2356,0,0,0.48198464404968294
2357,0,0,0.05148011840240138
2358,0,0,0.38945034127906963
2359,0,0,0.045797535113674674
2360,0,1,0.6507045918399609
2361,0,0,0.00037885987433950986
2362,0,1,0.8795973740495191
2363,0,0,0.12853753573738896
2364,0,0,0.06169666106904919
2365,0,1,0.7773403503343557
2366,0,1,0.5863079340916995
2367,0,0,0.08275244612917207
2368,0,1,0.8595085509300966
2369,0,0,6.589678770915395e-05
2370,0,0,0.2925613697215743
2371,0,0,0.07292677718683005
2372,0,1,0.6878041089599851
2373,0,0,0.05960539096844478
2374,0,0,0.23760128254192003
2375,0,0,0.0012636607046204393
2376,0,0,0.054676018823203734
2377,0,0,0.1379162823197663
2378,0,0,0.11969538755266167
2379,0,0,0.13983784408120692
2380,0,0,0.08278731333748258
2381,0,1,0.8012938896021351
2382,0,0,0.10316794742633567
2383,0,0,0.044480267673356125
2384,0,0,0.43067422537660466
2385,0,0,0.1023007387436088
2386,0,0,0.1808346325768269
2387,0,0,0.3830725853076223
2388,0,0,0.09438947305865182
2389,0,0,0.2570027950748022
2390,0,0,0.00065742852800597
2391,0,0,0.030790480268353338
2392,0,1,0.6508484070066305
2393,0,0,0.10595238517406907
2394,0,0,0.4626439722887928
2395,0,0,0.0003556904667946537
2396,0,0,0.06337818607030055
2397,0,0,0.0006765662395626765
2398,0,0,0.07378639369815693
2399,0,0,0.000713413996824074
2400,0,0,0.3862536444968296
2401,0,0,0.06579989784952311
2402,0,0,0.04133317394138556
2403,0,0,0.06191287797181692
2404,0,0,0.0002686477800852763
2405,0,0,0.072518472310398
2406,0,0,0.08290818789453881
2407,0,0,0.0744385915255317
2408,0,0,0.07433537805035487
2409,0,0,0.012887413373195848
2410,0,1,0.700044245975919
2411,0,1,0.850544243578981
2412,0,0,0.07534052449382375
2413,0,0,0.0017638898370480364
2414,0,0,0.0005016925854609196
2415,0,0,0.06496249130872363
2416,0,0,0.02881047019915177
2417,0,0,0.07830686477603634
2418,0,0,0.06517162664320311
2419,0,0,0.20546697485384338
2420,0,0,0.045110236882907474
2421,0,0,0.46559363450607627
2422,0,0,0.0004856979206244534
2423,0,0,0.054452096229071226
2424,0,1,0.990623158916392
2425,0,0,0.1291955368307343
2426,0,0,0.08011809472476204
2427,0,0,0.054460908522243515
2428,0,0,0.4482223552774566
2429,0,1,0.6129042816551902
2430,0,0,0.007086768748809652
2431,0,0,0.027812598527725427
2432,0,1,0.892876417268918
2433,0,0,0.08382942649671901
2434,0,0,0.10871692123783991
2435,0,1,0.8626824900225228
2436,0,0,0.4534275711218893
2437,0,0,0.03269622149608491
2438,0,0,0.026932339480415374
2439,0,0,0.0014584576185879292
2440,0,0,0.04602437414615433
2441,0,0,0.15382900376425704
2442,0,0,0.1737004905899129
2443,0,0,0.026244829002845037
2444,0,0,0.020069437991174874
2445,0,0,0.02034889025463815
2446,0,0,0.02841464339800653
2447,0,0,0.07337275999330445
2448,0,0,0.00022482878392712045
2449,0,0,0.04975378073656061
2450,0,1,0.6240971423725648
2451,0,0,0.05074603802605553
2452,0,0,0.0005466084189482993
2453,0,0,0.04732689439044998
2454,0,0,0.1538227768569421
2455,0,0,0.043040012040366116
2456,0,0,0.16639552581254072
2457,0,1,0.7851598638830593
2458,0,0,0.025870488843446976
2459,0,0,0.36911081536611856
2460,0,0,0.048746307381545076
2461,0,0,0.21727859469956234
2462,0,0,0.10591901541702027
2463,0,0,0.0033963456762451725
2464,0,0,0.0001635579991611738
2465,0,0,0.10959872938161641
2466,0,0,0.02917893026462216
2467,0,0,0.07932162257341467
2468,0,1,0.5775597001553446
2469,0,0,0.08388373095593268
2470,0,0,0.05023062278019436
2471,0,0,0.1510431812173894
2472,0,0,0.07512043927838555
2473,0,1,0.618754139288349
2474,0,0,0.00030193614054091917
2475,0,0,0.042050232611552475
2476,0,0,0.13603333082382268
2477,0,0,0.0005414064067967815
2478,0,0,0.07864098959985248
2479,0,0,6.957130196471471e-05
2480,0,1,0.7627051434246127
2481,0,0,0.0002866341624251976
2482,0,0,0.1534347834037729
2483,0,1,0.7671283616055399
2484,0,0,0.45671387415257186
2485,0,0,0.014993818729878598
2486,0,0,8.170296384726346e-05
2487,0,0,0.05372727270222749
2488,0,0,0.1204265622252412
2489,0,1,0.9311075565900038
2490,0,0,0.03766751668919065
2491,0,0,0.0002931951226912553
2492,0,0,0.059435879774630086
2493,0,1,0.8791979235812223
2494,0,0,0.02253206207252182
2495,0,0,0.0796598940820653
2496,0,0,0.06364288094503534
2497,0,0,0.466577855092807
2498,0,0,0.07518919785001475
2499,0,0,0.21656686563355793
2500,0,0,7.462478707440105e-05
2501,0,0,0.0006109392817006844
2502,0,0,0.07594253570539933
2503,0,0,0.41152481134666224
2504,0,0,0.13148461483581517
2505,0,0,0.0017811099404133571
2506,0,0,0.15043060068616135
2507,0,0,0.062017458294653834
2508,0,0,0.012153649478593253
2509,0,1,0.7202134997680131
2510,0,0,0.018502486516794512
2511,0,1,0.7677773681767489
2512,0,0,0.023091886401082437
2513,0,0,0.12977841830457343
2514,0,0,0.00046570369629685555
2515,0,0,0.135260516117373
2516,0,0,0.19171842750975243
2517,0,0,0.10874706018293993
2518,0,0,0.00020366776477159202
2519,0,0,0.41891199663573314
2520,0,0,0.058027523089479734
2521,0,0,0.20040396804941146
2522,0,0,0.0003662289984557779
2523,0,0,0.1465581251419643
2524,0,0,0.000272114722087065
2525,0,0,0.056978696165368714
2526,0,0,0.1199365980309882
2527,0,0,0.0003084456363786584
2528,0,0,0.0019057293312577774
2529,0,0,0.06249089470062821
2530,0,0,0.016315485570867358
2531,0,1,0.8040724425138115
2532,0,0,0.039116441800757254
2533,0,0,0.1079978271804767
2534,0,0,0.006145093236110562
2535,0,0,0.0485002464319529
2536,0,0,0.029270028410957844
2537,0,1,0.9071605600374639
2538,0,0,0.06411823684465762
2539,0,0,0.05766335205775549
2540,0,0,0.10709971835120018
2541,0,0,0.13356525475654668
2542,0,0,0.19672633996489716
2543,0,0,0.001087739031805161
2544,0,0,0.11663557988635731
2545,0,0,0.00019012404835287703
2546,0,0,0.029334743468618207
2547,0,0,0.016123588728026095
2548,0,0,0.015221255857090606
2549,0,0,0.011750735356678641
2550,0,0,0.07210103437419188
2551,0,0,0.08466432874999112
2552,0,0,0.1320518018309365
2553,1,1,0.8242667650479382
2554,0,0,0.05680020977108213
2555,0,0,0.05522523514355364
2556,0,0,0.02749059510288496
2557,0,0,0.02418509561267129
2558,0,0,0.023430692374215568
2559,0,0,0.14392906638152025
2560,0,0,0.0375937297127679
2561,0,0,0.0287219230678737
2562,1,1,0.9999999999994069
2563,0,0,0.23708167464166832
2564,0,0,0.0023469828105143623
2565,0,0,0.19022947300559123
2566,0,0,0.00028163380548624595
2567,0,0,0.10572252795751408
2568,0,0,0.03866505839380639
2569,0,0,0.05301585090956582
2570,0,0,0.050047975247505115
2571,0,0,0.07694976951471143
2572,0,1,0.8239666410381148
2573,0,0,0.08432478656529532
2574,0,0,0.1222492407269823
2575,0,1,0.9923365123441732
2576,0,0,0.0005665862065023211
2577,0,0,0.2815794614974198
2578,0,0,0.00030238150192406823
2579,0,0,0.023887363237680315
2580,0,0,0.00014143790188838308
2581,0,0,0.00017797157275533832
2582,0,0,0.00021342799096755942
2583,0,0,0.033247192757492355
2584,0,0,0.07926241172173186
2585,0,0,0.055685527780049246
2586,0,0,0.031046154970468972
2587,0,0,0.055358673846022485
2588,0,1,0.7686584329461483
2589,0,0,0.011669946408459642
2590,0,0,0.00020509955420237766
2591,0,0,0.0017554637159723962
2592,0,0,0.1965539502922352
2593,0,0,0.0506004926729382
2594,0,0,0.06801564370101224
2595,0,0,0.0013635806936340435
2596,0,0,0.055407050696135586
2597,0,0,0.17394683328498992
2598,0,0,0.48937647004223117
2599,0,1,0.5217520246803604
2600,0,0,0.000462440665903042
2601,0,0,0.010250378699898937
2602,0,0,0.1373925396888108
2603,0,1,0.9980476599807511
2604,0,0,0.028570352330245175
2605,0,0,0.07926509401455853
2606,0,0,0.23100767585733978
2607,0,1,0.869056550096026
2608,0,0,0.0032897689289520258
2609,0,0,0.42625119701457614
2610,0,1,0.6412257876783839
2611,0,0,0.10502979821232233
2612,0,0,0.025520790200989626
2613,0,1,0.54989337248857
2614,0,1,0.8505025342470565
2615,0,0,0.00033124415845037247
2616,0,0,0.0002066746456968439
2617,0,0,0.4573036736628381
2618,0,1,0.9837483659148524
2619,0,0,0.044520729018250944
2620,0,0,0.16529298083983962
2621,0,0,0.029301847525369903
2622,0,0,0.3561119037375492
2623,0,0,0.040867818598337935
2624,0,0,0.06624829067298546
2625,0,0,0.01021908510162721
2626,0,0,0.053735410256167786
2627,0,0,0.14239467085163507
2628,0,1,0.634250560501032
2629,0,0,0.05663591977523573
2630,0,1,0.9649764376572857
2631,0,0,0.048701230484305746
2632,0,0,0.19479584729033592
2633,0,0,0.001849962689057476
2634,0,0,0.11179237331868154
2635,0,0,0.04416033283888533
2636,0,0,0.037420173703242306
2637,0,0,0.049864977072247206
2638,0,0,0.04015494496749096
2639,0,0,0.13488406788098833
2640,0,1,0.7660585558602363
2641,0,0,0.001127085668511603
2642,0,0,0.0007252801636134366
2643,0,0,0.029165780932461405
2644,0,0,0.10003463114563939
2645,0,1,0.5667721210244462
2646,0,0,0.1285313676418749
2647,0,1,0.567499366037565
2648,0,0,0.04874447837407756
2649,0,0,0.08404797785445976
2650,0,0,0.0006361704214191589
2651,0,0,0.22466694023805325
2652,0,1,0.9469305001770288
2653,0,0,0.00032380951205922146
2654,0,0,0.09115344928532576
2655,0,0,0.000764943196431457
2656,0,0,0.05396423824884189
2657,0,0,0.20143842299941098
2658,0,0,0.07296778627450975
2659,0,0,9.81182611764729e-05
2660,0,0,0.09010320432460668
2661,0,1,0.6451192477799856
2662,0,0,0.0014341813530320934
2663,0,0,0.18498300938305964
2664,0,0,0.0032457685781877906
2665,0,0,0.2946298121004353
2666,0,0,0.05575570138285422
2667,0,0,0.11357591751819286
2668,0,0,0.032715330002254156
2669,0,0,0.023211938928490123
2670,0,0,0.04132620768303622
2671,0,0,0.1858900602388213
2672,0,0,0.000601706417118464
2673,0,0,0.15347688700980694
2674,0,0,0.015252866345484199
2675,0,0,0.02766646321592249
2676,0,0,0.0030669296198781613
2677,0,1,0.8354659749083863
2678,0,1,0.8075430551630404
2679,0,0,0.025563681219844394
2680,0,0,0.0008667986232158615
2681,0,0,0.2784794827398539
2682,0,0,0.00045002541037124876
2683,0,0,0.0021391193895029742
2684,0,0,0.09516096732472973
2685,0,0,0.02341206799961936
2686,0,0,0.03266955375633445
2687,0,0,0.007399547121171912
2688,0,0,0.00022575420656613778
2689,0,0,0.0612433827158156
2690,0,0,0.03714660624539734
2691,0,0,0.029811895990971924
2692,0,0,0.03428318372359675
2693,0,1,0.5237841664725849
2694,0,0,0.2859825044364878
2695,0,0,0.0009314247295108218
2696,0,0,0.046220872196186036
2697,0,0,0.06662187012808983
2698,0,0,0.0005210302755328116
2699,0,0,0.20407222634559205
2700,0,1,0.6779576974331606
2701,0,0,0.04179509463816331
2702,0,0,0.14593734605621528
2703,0,0,0.041281383631944106
2704,0,0,0.039608751330943666
2705,0,0,0.06182550382456802
2706,0,0,0.10433529089417279
2707,0,0,0.030937228219379505
2708,0,0,0.039842137146869634
2709,0,0,0.03481629222061401
2710,0,0,0.006130882410735906
2711,0,0,0.26555075021356195
2712,0,0,0.00048640198800927397
2713,0,0,0.030204619703210957
2714,0,0,0.49663986775248953
2715,0,0,0.00017394610400058513
2716,0,0,0.00028605059913355065
2717,0,0,0.06261791942044208
2718,0,0,0.09808775355952341
2719,0,0,0.0004293417523339924
2720,0,0,0.08609520066128264
2721,0,0,0.00236074177757009
2722,0,0,0.04056390219112814
2723,0,0,0.06521568647172922
2724,0,0,0.0003911123616009868
2725,0,0,0.04733770159598569
2726,0,1,0.6193087639759357
2727,0,0,0.09613558249456125
2728,0,0,0.4921191197808931
2729,0,0,0.002807354857469674
2730,0,1,0.7839485494522819
2731,0,0,0.0013606004215604114
2732,0,0,0.055431018026910646
2733,0,0,0.04616923791665977
2734,0,0,0.04431574448777956
2735,0,0,0.025642240285999592
2736,0,0,0.04094751343577268
2737,0,0,0.05537349535326283
2738,0,0,0.3400275783035179
2739,0,0,0.3999647830359911
2740,0,0,0.03711816791136234
2741,0,0,0.11356585722744449
2742,0,0,0.0005376547619257471
2743,0,0,0.12640327835200826
2744,0,0,0.04981200185451507
2745,0,0,0.05503886489146166
2746,0,0,0.4705366762248273
2747,0,0,0.0795719823131677
2748,0,0,0.0817340043851726
2749,0,1,0.7039510758524317
2750,0,0,0.0504247364668768
2751,0,0,0.00038362492744042806
2752,0,0,0.34976216380985753
2753,0,0,0.13732622364529293
2754,0,0,0.02119441160265467
2755,0,0,0.002595489817209258
2756,0,0,0.0005866754384707567
2757,0,0,0.19704622143041303
2758,0,0,0.04305383820110412
2759,0,0,0.005013753423144143
2760,0,0,0.0012943100985078953
2761,0,0,0.08592364152348854
2762,0,0,0.23827413701814018
2763,0,0,0.19982867375670185
2764,0,0,0.04801026720200712
2765,0,0,0.050234106379578376
2766,0,0,0.04426788919088681
2767,0,0,0.0003899349006922985
2768,0,0,0.06688995616357497
2769,0,0,0.0882129038635743
2770,0,0,0.06851841453074302
2771,0,0,0.027115462074694004
2772,0,0,0.03925185129465074
2773,0,0,0.01654288894741552
2774,0,0,0.028935209583500415
2775,0,0,0.1876303225226193
2776,0,0,0.05677323823531866
2777,0,0,0.032088080459360395
2778,0,0,0.0042205298472988055
2779,0,0,0.0006686312512111175
2780,0,1,0.9953708929881849
2781,0,0,0.07884434159989302
2782,0,0,0.05271195578859896
2783,0,0,0.02516985177368744
2784,0,0,0.03353200655884031
2785,0,0,0.38281054303472195
2786,0,0,0.029499804360647634
2787,0,0,0.34553524407294606
2788,0,0,0.00302290917562361
2789,0,0,0.044138300373513746
2790,0,0,0.03248050070851769
2791,0,0,0.10208462929136841
2792,0,0,0.051734928596851824
2793,0,0,0.04171725215528564
2794,0,0,0.08065877356113285
2795,0,0,0.07432950150866162
2796,0,1,0.6827265870887446
2797,0,0,0.04816828274660174
2798,0,1,0.8472173180129507
2799,0,1,0.6942389734436756
2800,0,0,0.0072439676216470164
2801,0,0,0.001241665883693966
2802,0,0,0.4389420172966327
2803,0,0,0.07874290246203718
2804,0,0,0.10920693172004299
2805,0,0,0.05391310877626609
2806,0,0,0.0014711232217592208
2807,0,1,0.5116916354613937
2808,0,0,0.0002594625447786
2809,0,0,0.15480881672634608
2810,0,0,0.04984445396493668
2811,0,0,0.000884161129130462
2812,0,0,0.02005471855049434
2813,0,0,0.03653415711046583
2814,0,0,0.030406201699225918
2815,0,0,0.0014212210850697168
2816,0,0,0.12983909777930702
2817,0,0,0.0313634602935984
2818,0,0,0.3383376980445705
2819,0,0,0.00045832958163717185
2820,0,0,0.03060965903713957
2821,0,0,0.0975095590352093
2822,0,0,0.053007971930797815
2823,0,0,0.03944578825272861
2824,0,0,0.05266892204206469
2825,0,0,0.038652212799077136
2826,0,0,0.05661392693389583
2827,0,0,0.08597820471780174
2828,0,0,0.021480403617951647
2829,0,0,0.049042100362287996
2830,0,0,0.35484334387004224
2831,0,0,0.06361080189492764
2832,0,1,0.9911379163357077
2833,0,0,0.0718809337473211
2834,0,0,0.30628481707412025
2835,0,0,0.04667418768052644
2836,0,0,6.979079706872566e-05
2837,0,0,0.14469173995187867
2838,0,0,0.0011961668216822327
2839,0,0,0.20290995079003954
2840,0,0,0.09290950968365426
2841,0,0,0.024794812358608084
2842,0,0,0.024182716149355358
2843,0,1,0.7640587636149231
2844,0,0,0.13617132703303478
2845,0,0,0.06520188404897485
2846,0,0,0.07338794806616694
2847,0,0,0.031748529110379425
2848,0,0,0.029973734795647165
2849,0,0,0.004243431935538059
2850,0,0,0.0008132686339673974
2851,0,0,0.048966630042097586
2852,0,1,0.605719135407246
2853,0,0,0.049639901373921595
2854,0,0,0.18133103945294343
2855,0,0,0.043927353183689725
2856,0,0,0.24096565742500722
2857,0,1,0.8839157088079901
2858,0,0,0.10352705413430491
2859,0,0,0.000504097323516776
2860,0,0,0.08675611580424913
2861,0,0,0.2803463713929848
2862,0,0,0.06724219846717347
2863,0,0,0.001747583218337539
2864,0,1,0.9737451355317102
2865,0,0,0.09363001034384875
2866,0,0,0.0011055683885512887
2867,0,0,0.02950907064125741
2868,0,0,0.048835797638606175
2869,0,0,0.09703105693384888
2870,0,0,0.00029472066396278086
2871,0,0,0.000336163410989983
2872,0,0,0.0005230402840607097
2873,0,0,0.02306296273348536
2874,0,0,0.00507187651141816
2875,0,0,0.028746411912050886
2876,0,0,0.4152514744116475
2877,0,0,0.13134233976465348
2878,0,0,0.05848139095027202
2879,0,0,0.0007433283997562125
2880,0,0,0.06202676338845875
2881,0,0,0.05539336794657249
2882,0,0,0.18856433205465378
2883,0,1,0.5311163623114872
2884,0,0,0.00029625246912579685
2885,0,0,0.0013450856881108272
2886,0,0,0.1792482894358227
2887,0,0,0.29795231686341556
2888,0,0,0.06990263057060339
2889,0,0,0.027168603281469743
2890,0,0,0.2842776777457165
2891,0,0,0.15418191176588447
2892,0,0,0.08997538763146322
2893,0,0,0.026431220045077572
2894,0,0,0.04088085227129127
2895,0,0,0.06919306438717542
2896,0,0,0.00023530734284679664
2897,0,0,0.26865912309939316
2898,0,0,0.0008102361450770544
2899,0,1,0.817426641660486
2900,0,0,0.0645674363719518
2901,0,0,0.03312177282832524
2902,0,0,0.03529360735472002
2903,0,0,0.08292871507833961
2904,0,0,0.059123565747990825
2905,0,1,0.7912355203591852
2906,0,0,0.2817004981273063
2907,0,0,0.05452126902305176
2908,0,0,0.05154946949801877
2909,0,0,0.0024044578625273334
2910,0,0,0.20190840060033094
2911,0,1,0.6148989227254332
2912,0,0,0.05382343678905148
2913,0,0,0.10235610463176457
2914,0,0,0.08778770843806108
2915,0,0,0.06566778121777936
2916,0,0,0.18193051343467537
2917,0,0,0.12047146838360749
2918,0,1,0.6504281961441019
2919,0,0,0.07867025805846654
2920,0,1,0.6081839725194872
2921,0,0,0.02941313461512469
2922,0,0,0.041130012117731395
2923,0,0,0.08158688223207701
2924,0,0,0.04543586333045828
2925,0,0,0.20026191720838105
2926,0,0,0.00020865378729624255
2927,0,0,0.20242084141194755
2928,0,0,0.17609767446310629
2929,0,0,0.3099621656830221
2930,0,0,0.07200138116811589
2931,0,0,0.039977879894075
2932,0,0,0.04812871621785881
2933,0,1,0.8115513810699784
2934,0,1,0.5694390709853878
2935,0,1,0.929424694977443
2936,0,0,0.05723322291288941
2937,0,0,0.04261074806961236
2938,0,0,0.0481098390497382
2939,0,0,0.0866547886208211
2940,0,0,0.032612367805107505
2941,0,1,0.5243698064901436
2942,0,0,0.000428605931556183
2943,0,0,0.0005780978360691634
2944,0,1,0.723501290849447
2945,0,0,0.479944965023854
2946,0,0,0.0013298615943752067
2947,0,0,0.06936304817957885
2948,0,0,0.09374099991862513
2949,0,0,0.027236702785671286
2950,0,1,0.9786275475965783
2951,0,0,0.015593830958378128
2952,0,0,0.06640967069211068
2953,0,1,0.663247070821171
2954,0,0,0.04189743437041007
2955,0,0,0.13488831806710538
2956,0,0,0.1649159216189095
2957,0,0,0.0002015406091648668
2958,0,0,0.03917151148500213
2959,0,0,0.008609594748764444
2960,0,0,0.03239562147776102
2961,0,1,0.9275698613254505
2962,0,0,0.26931023705624235
2963,0,0,0.1586873762849177
2964,0,0,0.02975632305967484
2965,0,0,0.3401157137892345
2966,0,0,0.08976357889051567
2967,0,0,0.0636383670510357
2968,0,0,0.28122434917878025
2969,0,0,0.049137151997719564
2970,0,0,0.029919245719640067
2971,0,1,0.8799979130199581
2972,0,0,0.029579590083846235
2973,0,0,0.0013859822312527659
2974,0,0,0.05369655858115179
2975,0,0,0.016527778603498695
2976,0,0,0.36258093384989165
2977,0,0,0.03702851003424184
2978,0,0,0.05186533326703352
2979,0,0,0.0006428677527625229
2980,0,0,8.031964678683291e-05
2981,0,0,0.007222353917038806
2982,0,0,0.0026751016676291412
2983,0,0,0.03481377062390774
2984,0,1,0.562891582457497
2985,0,0,0.012685710815968292
2986,0,0,0.0004375025822461799
2987,0,0,0.1030075161367407
2988,0,0,0.055385546947699885
2989,0,0,0.06313730061176995
2990,0,0,0.030852047051505096
2991,0,0,0.0017775402438080813
2992,0,0,0.18721673514726694
2993,0,0,0.4250633743698331
2994,0,0,0.021517321937252767
