idx_original,dbscan_anomalia,gmm_logprob,gmm_cluster,Class
281678,0,-5.869132306082473,3,0
204230,0,-2.0661822504689544,0,0
76863,0,-3.046380630061263,4,0
237696,0,-2.052124958971316,0,0
75397,0,-1.9190665958115667,0,0
63724,0,-2.880778447490304,5,0
138586,0,-2.7936333308277517,0,0
138303,0,-3.220260227719047,1,0
34855,0,-2.214671790161717,0,0
19250,0,-2.536008405449209,0,0
76163,0,-4.879820709321297,5,0
130894,0,-1.939599817862118,0,0
62029,0,-2.7366100830713718,0,0
83220,0,-2.3063791088599954,0,0
123449,0,-5.137659630866122,3,0
145314,0,-5.777982871168423,6,0
283259,0,-1.8852414506071418,0,0
118374,0,-1.6749768764111586,0,0
29014,0,-2.216463149555158,0,0
224755,0,-5.15021907679076,5,0
205935,0,-1.9205135455956721,0,0
71412,0,-1.7782295519242044,0,0
81703,0,-3.1262855892075274,5,0
3217,0,-3.9299107684175905,1,0
123005,0,-2.032049587078476,4,0
223323,0,-2.5401958447265,5,0
252716,0,-2.023102719586597,4,0
277361,0,-2.7166365015520775,4,0
221372,0,-2.534447815007394,4,0
24956,0,-2.8471893731661626,5,0
110217,0,-2.1494907844905433,0,0
64747,0,-3.109111602607158,5,0
71094,0,-3.2591914132844675,5,0
169879,0,-1.8585546777245918,4,0
94287,0,-2.1850522664288135,0,0
218712,0,-3.009600757156922,0,0
113627,0,-3.217113556305648,0,0
78539,0,-1.915855968151881,0,0
283437,0,-2.2994422904897895,4,0
190071,0,-5.48241334781573,1,0
175174,0,-2.5095156441411355,0,0
194093,0,-5.592176003288794,3,0
178326,0,-2.1611155537180284,0,0
186265,0,-5.200823600280047,1,0
173598,0,-5.070920343380013,1,0
118801,0,-1.7144982068317816,4,0
179779,0,-4.604549415359099,5,0
65688,0,-2.529844076355622,5,0
175351,0,-3.1086879091678403,0,0
50582,0,-6.2522912250836145,6,0
154643,0,-2.3837432268001617,4,0
108711,0,-1.8326712199697128,4,0
70417,0,-4.731014846832658,5,0
22473,0,-1.815534160767114,4,0
18987,0,-1.8229934428579275,0,0
241284,0,-4.491510731958155,4,0
176745,0,-3.025238777762381,0,0
28747,0,-2.143131536478884,0,0
71700,0,-2.345841106100761,0,0
107437,0,-1.7631848097994067,4,0
117879,0,-2.448955392383959,0,0
247710,0,-1.78444925927816,0,0
20985,0,-2.521956610152304,4,0
117602,0,-2.217375662794237,0,0
151455,0,-5.302474129660824,3,0
258210,0,-5.516546264772612,5,0
7659,0,-3.6729540415352897,1,0
125411,0,-6.50093655456485,6,0
110850,0,-1.6507515319008597,0,0
24237,0,-2.8228072044030554,1,0
93920,0,-2.067635287118923,0,0
101413,0,-2.6856470229848153,5,0
203534,0,-2.7362080866016236,4,0
90831,0,-2.0175611897094674,0,0
225124,0,-2.5227989239928643,4,0
62212,0,-2.4038329019179883,0,0
95223,0,-6.940309915339137,3,0
49036,0,-2.8242305046897846,0,0
121181,0,-2.9666843565654655,1,0
193200,0,-1.6876554970299666,0,0
123288,0,-1.8087419308609112,0,0
280271,0,-5.522850725158335,3,0
95419,0,-3.0321108549118745,4,0
282435,0,-2.702555809960672,4,0
44774,0,-3.1432440187189434,0,0
199184,0,-1.8469623383982345,4,0
188180,0,-3.361341394790318,4,0
149311,0,-2.0722799882780385,0,0
219992,0,-2.2116244148811113,0,0
175288,0,-3.0592207209564823,4,0
100821,0,-2.7684213828095587,5,0
271628,0,-2.3549335532371733,4,0
90582,0,-2.089452892659117,0,0
119101,0,-3.077557058764173,1,0
242170,0,-2.2383317875065067,4,0
125075,0,-2.3856042013639582,4,0
225351,0,-2.9183437307174662,5,0
118503,0,-1.8176589543224113,4,0
180603,0,-2.21041570775836,4,0
99789,0,-3.559488577900517,4,0
251211,0,-2.808058168829307,1,0
77979,0,-7.454327838280847,6,0
258660,0,-2.231911530054503,4,0
160177,0,-2.1843536019330054,0,0
264384,0,-2.0608160410705563,0,0
89166,0,-6.385272519640799,6,0
274720,0,-1.8601201619875063,0,0
87564,0,-2.5798541947902924,0,0
42657,0,-7.199334850362244,6,0
111345,0,-1.7682801172695626,4,0
54010,0,-2.241137076340867,0,0
7827,0,-2.217867326993243,0,0
273107,0,-3.3694969951209184,0,0
7755,0,-1.7773645691327418,0,0
228424,0,-3.147922726547223,1,0
102110,0,-7.591536241974166,6,0
258985,0,-6.375020073575534,6,0
87197,0,-2.532481305165167,4,0
56907,0,-5.997598371028035,4,0
274893,0,-1.950415391549425,4,0
260130,0,-2.6860189809084964,4,0
28916,0,-3.510615554286099,1,0
283471,1,-11.528974571257963,2,0
228812,0,-1.806007090247669,4,0
196505,0,-6.62516316936678,6,0
59517,0,-5.5971382764368816,1,0
72590,0,-1.769217890898179,0,0
70867,0,-2.5382393490425015,4,0
86164,0,-1.78325518200373,4,0
222204,0,-2.1938736196576034,0,0
66150,0,-2.394825192145293,0,0
29856,0,-5.9611204732901175,6,0
169364,0,-2.4723351562054807,0,0
4081,0,-1.7767422009766354,0,0
253770,0,-2.405962040047341,0,0
128905,0,-7.105095002536985,6,0
70341,0,-2.114504418118413,0,0
276632,0,-1.933894315239915,4,0
209964,0,-4.016856753098577,5,0
193698,0,-3.772599125125111,5,0
160186,0,-2.0680387968124614,0,0
92564,0,-3.1139984322805505,4,0
23766,0,-3.8331021436394956,5,0
145814,0,-1.7789621313612605,0,0
242527,0,-2.1264138888772206,4,0
260975,0,-2.443052297731104,4,0
152619,0,-2.1448983896442693,0,0
93398,0,-1.8479691545683745,4,0
115489,0,-3.196307191119187,1,0
231354,0,-2.0287072963718704,0,0
80299,0,-1.8090749014295067,4,0
28317,0,-2.5299052727136777,0,0
88075,0,-1.8779840224484823,4,0
214957,0,-4.0198587338188,4,0
229780,0,-1.9387812752943552,4,0
112464,0,-4.425016498859497,4,0
37291,0,-2.3336811505109742,4,0
86958,0,-3.070800164540299,0,0
282537,0,-2.0325791137460123,4,0
80483,0,-2.9944965468304234,1,0
169798,0,-2.189091082834997,4,0
73302,0,-1.8634742330545513,0,0
257424,0,-3.611509185397314,5,0
182446,0,-2.173121948291034,0,0
107201,0,-3.720698389061238,1,0
158044,0,-5.427157958356257,3,0
249051,0,-2.537708924782581,4,0
252923,0,-3.9891098250024566,4,0
110113,0,-1.8511416788352721,0,0
232963,0,-3.3607161454110717,5,0
126387,0,-1.8509790483821622,0,0
166796,0,-4.415938086524702,0,0
221106,0,-4.2585101418582525,5,0
80316,0,-3.246560062081496,5,0
243392,0,-2.180150457166036,0,0
62610,0,-3.369811497976453,1,0
1972,0,-1.9255761704963692,4,0
54984,0,-2.069072590184158,4,0
179983,0,-2.6620628335897774,0,0
7870,0,-1.8594463889795727,0,0
94348,0,-1.8106503615005436,4,0
202678,0,-2.8535222747178963,4,0
196997,0,-2.8755962302263773,5,0
101211,0,-1.8837039686885333,4,0
247342,0,-1.7672626588570437,0,0
84300,0,-4.071319079638829,1,0
54065,0,-3.3730344600391,1,0
158856,0,-2.5579598965641006,0,0
204299,0,-2.457543739882027,0,0
159499,0,-2.1276436441898845,0,0
225485,0,-2.830308812426054,5,0
250165,0,-2.6620485344239597,0,0
104507,0,-1.8100660842474126,4,0
256575,0,-4.612817648931177,5,0
180120,0,-6.0292084334627125,3,0
8556,0,-4.6298484320445725,4,0
162621,0,-2.5292663964585196,0,0
123089,0,-2.1268850285978824,4,0
79061,0,-1.8086143093804177,0,0
94290,0,-1.910614131488124,4,0
173865,0,-2.48422004606942,0,0
252899,0,-2.258693829245129,4,0
195111,0,-2.8010304563609294,0,0
241588,0,-5.407963483241204,1,0
230581,0,-2.7528624619610564,0,0
30856,0,-2.625061037449303,4,0
73170,0,-4.175261994715907,5,0
125649,0,-5.815013177658816,6,0
243974,0,-2.2265494410388613,0,0
114359,0,-2.243256450805611,0,0
27894,0,-2.0003413185687586,0,0
82691,0,-6.681785098923992,6,0
244011,0,-1.8036180073390689,4,0
200192,0,-2.2638534161040402,4,0
227614,0,-1.8481513238089913,4,0
136005,0,-1.7863544843296475,0,0
155854,0,-2.5356498750742076,0,0
43734,0,-7.083928410184706,6,0
9728,0,-1.7949355788309809,0,0
31966,0,-2.115853105096805,4,0
91312,0,-5.5887733246019655,3,0
210474,0,-2.1344310119828207,0,0
106436,0,-5.4467192151382084,3,0
171557,0,-4.401200112884442,5,0
190577,0,-3.0735311434694252,4,0
139133,0,-1.7479775964138218,0,0
213112,0,-2.288176490538597,0,0
96658,0,-2.739280634654778,4,0
196298,0,-2.282246473628424,0,0
11335,0,-3.7724576735846918,4,0
128931,0,-5.2672121903629545,3,0
246543,0,-5.505253292709216,3,0
30808,0,-2.440582546238772,0,0
175286,0,-2.163611599925105,0,0
35882,0,-2.0756731833743056,0,0
172808,0,-2.856408174874899,5,0
144627,0,-1.8137322993198781,0,0
38848,0,-1.8254341621757735,4,0
56568,0,-2.3393345232066363,4,0
187256,0,-2.1306824259040296,4,0
169877,0,-4.421139088070405,4,0
84482,0,-6.94975286646045,6,0
119573,0,-1.95643341370498,4,0
42573,0,-3.8221272639766517,0,0
64714,0,-3.7594780383739828,1,0
67162,0,-2.0248631513695377,0,0
49626,0,-2.9141066598943315,5,0
182603,0,-5.393868805383475,1,0
8538,0,-3.85858860123415,1,0
156693,0,-2.647579357382794,4,0
15784,0,-2.5337348744973194,4,0
182498,0,-2.0728252887118757,0,0
38523,0,-3.7663544227646564,1,0
196110,0,-2.5107280476352942,0,0
31279,0,-6.011739923950949,6,0
20289,0,-2.8153362820515637,4,0
147240,0,-3.397816310268902,5,0
163873,0,-4.109347126284877,5,0
66709,0,-2.0969219193832136,0,0
116930,0,-2.7603362973022283,0,0
22749,0,-2.9976931698745615,0,0
78087,0,-2.001631495870117,0,0
257095,0,-3.0374326655193737,0,0
210461,0,-3.1889397924751424,5,0
230241,1,-11.333696662559209,2,0
264366,0,-2.2196506499163693,0,0
270113,0,-2.532782507637439,4,0
72063,0,-3.581579620523112,5,0
165611,0,-3.22669425125375,5,0
200310,0,-3.3889278434127936,4,0
248235,0,-2.5110992506007754,5,0
243345,0,-2.013977189013159,4,0
257712,0,-4.180089770756574,5,0
129080,0,-1.9208893842353216,0,0
253223,0,-3.2223766535230483,4,0
246695,0,-1.7616462921908116,4,0
194362,0,-1.9452578424769236,4,0
270771,0,-3.151002680438083,4,0
49471,0,-4.844676467700175,5,0
196755,0,-2.459356941298775,4,0
273299,0,-3.0919185681004078,5,0
753,0,-1.8367573421988226,4,0
20935,0,-4.475294605619392,1,0
182617,0,-3.7914707710313262,0,0
16885,0,-1.734896431787103,4,0
109097,0,-1.825336595756524,0,0
147963,0,-2.4365877524713624,4,0
209940,0,-2.7026808883603834,4,0
81099,0,-3.0351944123352097,4,0
12133,0,-2.0354675482456512,0,0
134890,0,-6.843197298403173,3,0
188726,0,-2.14932036684415,4,0
256526,0,-2.090367450707997,0,0
13891,0,-2.4057704773489235,0,0
153810,0,-2.579998346114211,4,0
243134,0,-4.794073205914772,3,0
118950,0,-6.810638479204248,3,0
235004,0,-2.6538803153369357,4,0
193376,1,-10.111419003920826,2,0
271115,0,-3.979194015650327,4,0
243617,0,-2.009764813478079,0,0
79524,1,-10.619128911358567,2,0
30324,0,-4.110402508335701,5,0
122285,0,-2.0650706021131953,4,0
13281,0,-2.799993662713016,5,0
116446,0,-6.435047564469218,4,0
216545,0,-2.5992129442257776,4,0
264116,0,-4.048999579648203,4,0
238297,0,-1.9465203847473531,4,0
218359,0,-2.9352249400925317,1,0
86357,0,-2.881517638349889,0,0
272801,0,-3.254076932931058,4,0
30062,0,-3.0709602691051687,1,0
206836,0,-3.631469573444994,5,0
215373,0,-2.515456925284479,4,0
242032,0,-2.636187974498452,4,0
140009,0,-1.880435746997686,4,0
189694,0,-2.2849909320601762,4,0
31631,0,-1.6901881187569063,0,0
261547,0,-6.561101856817775,5,0
246835,0,-2.9019602978721775,4,0
181725,0,-2.857593882747564,5,0
205290,0,-6.407295674585018,6,0
180776,0,-2.3900919832460357,0,0
233256,0,-3.0309943827968873,0,0
145828,0,-2.313319197122917,0,0
275152,0,-2.925588641520954,4,0
39520,0,-1.580491499741353,0,0
74645,0,-2.3746518684053504,0,0
239926,0,-6.316731017135174,6,0
45457,0,-2.4917148987257463,0,0
37717,0,-3.0812945463333317,5,0
55887,0,-2.3165040228791645,4,0
262531,0,-2.8181031503686977,5,0
2884,0,-1.7833701013271954,4,0
56721,0,-4.4963452773849975,4,0
221280,0,-1.7666467744289975,0,0
137433,0,-5.214862779238969,3,0
205597,0,-2.031520532143449,4,0
180276,0,-3.357092964373801,5,0
188072,0,-2.6704809895879125,4,0
208559,0,-2.644164209564597,0,0
71979,0,-1.675887535655199,0,0
174766,0,-2.6951158073567747,0,0
190906,0,-3.5909792357060972,1,0
231855,0,-2.4873478639663347,4,0
206084,0,-1.8581719121433187,4,0
128601,0,-2.046435729071505,0,0
101514,0,-1.7942422434473821,4,0
1199,0,-1.99898634703108,4,0
138013,0,-2.54628370732766,0,0
228050,0,-3.04075359177777,5,0
156868,0,-8.326504275996845,3,0
199288,0,-5.764360349500716,3,0
276786,0,-2.105057742851912,4,0
145966,0,-3.341603332293428,1,0
156966,0,-1.8642963809830708,0,0
282089,0,-2.9298374652751034,4,0
104103,0,-5.633866532581976,5,0
102808,0,-3.940305399084074,5,0
190170,0,-1.9053411097383417,0,0
206338,0,-1.9898810313462414,0,0
21794,0,-2.7086055399451148,5,0
26918,0,-5.3891708535491505,5,0
255545,0,-4.861081970980821,5,0
225018,0,-1.761387505216897,4,0
246218,0,-3.0794419648251843,1,0
35896,0,-2.724269611915828,0,0
108774,0,-3.0587817038980907,4,0
22595,0,-2.6052325099836926,4,0
181704,0,-2.438359151041655,4,0
203574,0,-1.8216250763499682,4,0
182867,0,-1.8564614500177152,4,0
200305,0,-3.6589602027755235,1,0
70140,0,-2.0659536968783314,0,0
107669,0,-1.836273207559403,4,0
241056,0,-2.2339217742045556,4,0
51621,1,-10.590679950359144,2,0
142552,0,-5.599396368842988,1,0
112996,0,-3.228374013466495,5,0
140966,0,-2.1419673518299382,0,0
155356,0,-2.4459505637548262,5,0
232657,0,-4.990853521082299,1,0
202022,0,-1.9969440763036022,4,0
267335,0,-1.9790566887447076,0,0
189481,0,-4.008365199545454,0,0
41808,0,-3.265300026655834,1,0
250553,0,-1.8461486597700705,0,0
225427,0,-3.3829652101450867,1,0
189582,0,-2.24154647277649,0,0
13744,0,-2.081429578507413,0,0
276087,0,-2.8594451492308353,0,0
22142,0,-3.8939151147925504,5,0
4842,0,-5.4559659443481445,1,0
77147,0,-2.5386161037353556,4,0
36835,0,-2.066987910211191,0,0
237484,0,-2.459859808918319,4,0
272955,0,-2.179163811703873,4,0
27782,0,-2.1657173600345243,0,0
86819,0,-3.759180589561482,0,0
265624,0,-2.1178588634925655,4,0
13368,0,-3.7523250451010677,4,0
236470,0,-6.7956987438015775,6,0
117129,0,-3.460210858114929,0,0
208013,0,-2.4360498876812575,4,0
252610,0,-2.72572469420259,5,0
12547,0,-7.306415456647681,6,0
25303,0,-2.0512613073656385,0,0
72246,0,-2.283491513232564,0,0
153890,0,-3.1304695375679827,0,0
79180,0,-1.7166383674889398,4,0
43147,0,-4.067081522202615,1,0
118022,0,-2.291365835196645,0,0
24325,0,-3.8822372026676106,5,0
62936,0,-4.753834634766314,3,0
156385,0,-2.744121923655254,1,0
192206,0,-2.4304233307554335,0,0
147613,0,-2.067582412909627,0,0
221018,0,-6.734629233803155,6,1
107993,0,-1.789019351318443,4,0
55327,0,-1.6844769350935318,0,0
140467,0,-2.650349870345739,5,0
102769,0,-1.9526303912189034,0,0
246232,1,-11.522066054934628,2,0
178939,0,-1.7375086030825575,4,0
128270,0,-1.976865486761833,0,0
147021,0,-4.454241002548438,4,0
29706,0,-3.8400299281602783,4,0
20851,0,-1.8378353061074273,0,0
61278,0,-1.5393155445335291,0,0
68897,0,-3.975458856892981,5,0
70579,0,-3.263234178707926,5,0
174129,0,-2.5665904341161867,5,0
266560,0,-2.899113522192677,1,0
43736,0,-1.9718344386747935,0,0
39656,0,-3.7465710636791023,1,0
260614,0,-2.238455473164811,0,0
243955,0,-2.0293832752172247,0,0
119379,0,-2.650529171344857,4,0
253717,0,-2.98345727162511,4,0
88835,0,-2.2165377574344025,0,0
172048,0,-2.189461890065003,4,0
210056,0,-1.8572300530567087,4,0
97464,1,-10.597623712352215,2,0
5982,0,-4.061707060397201,1,0
145275,0,-2.3837398572087998,4,0
192142,0,-2.3359321047435837,0,0
20553,0,-2.1910731234033975,0,0
24447,0,-2.0058450120394644,4,0
187245,0,-2.194147795544564,4,0
238247,0,-3.2806692210911574,4,0
197419,0,-1.8867651932669718,0,0
69654,0,-2.466433682000279,0,0
82001,0,-2.582264825552924,0,0
51343,0,-1.9052688087874996,4,0
24139,0,-4.626465739283153,1,0
185826,0,-2.661104255999607,0,0
27384,0,-1.880758899253143,4,0
11550,0,-1.8606032162670954,0,0
67230,0,-2.748326887086757,5,0
16389,0,-3.261177292980525,0,0
207087,0,-2.9630484043900713,5,0
21497,0,-5.242446162015139,5,0
25615,0,-2.623698972173718,5,0
1849,0,-2.4511577438535226,4,0
1945,0,-3.3173718012954345,4,0
34975,0,-2.4511868865850603,0,0
153714,0,-1.7735564035386844,0,0
14278,0,-3.8331229183075672,1,0
166087,0,-3.8684414858953975,0,0
115962,0,-2.4519070219829917,4,0
165143,0,-5.395743266770337,3,0
2626,0,-1.7744715632269554,0,0
11247,0,-2.476927351058009,4,0
227111,0,-2.1344116093300745,0,0
258522,0,-4.013150440583977,5,0
137525,0,-2.04367185037614,0,0
52763,0,-2.510731774624549,5,0
106350,0,-2.581611032103692,4,0
246983,0,-3.3714897044707306,4,0
56740,0,-3.5447673596246227,4,0
104466,0,-5.862437061196373,3,0
282570,0,-1.7602349821565884,4,0
253077,0,-2.0346178545245452,4,0
42977,0,-3.0410822734262988,5,0
100420,0,-2.0097492420528162,4,0
47592,0,-1.8669276808582562,0,0
23228,0,-2.954734079230211,4,0
258830,0,-7.214683042747333,6,0
199919,0,-5.383080984808624,3,0
126517,0,-1.9309388621301926,0,0
274748,0,-2.1126926323225725,4,0
126356,0,-2.7906548231180643,0,0
1176,0,-2.7668454953612653,0,0
263687,0,-3.4686687299288,5,0
69356,1,-9.741150924549972,6,0
269368,0,-2.6203656876547923,0,0
198142,0,-2.3947602216841566,0,0
221634,0,-2.941109747416382,0,0
249528,0,-2.645376956881795,4,0
94294,0,-2.1454381192685026,0,0
145157,0,-2.6246052325616005,4,0
253340,0,-3.998710599154145,4,0
269897,0,-4.03952841343353,0,0
262664,0,-5.211770499400415,1,0
255325,0,-5.499167239930275,3,0
171138,0,-2.5361159713284382,4,0
157183,0,-1.9531261114670029,0,0
29506,0,-2.1040705950319407,0,0
234066,0,-2.4965131190677408,0,0
178854,0,-1.837628885137375,4,0
254559,0,-1.7330971123975842,0,0
178950,0,-2.9149547913821756,0,0
59942,0,-2.6354186502199037,4,0
158436,0,-2.710867591477752,4,0
244281,0,-4.998228051057827,0,0
66794,0,-2.119022152410218,4,0
180455,0,-5.19985881971904,3,0
173840,0,-6.183737695772387,5,0
250349,0,-4.139398419618013,5,0
276824,0,-2.357087872392853,0,0
169509,0,-1.5347495282478794,0,0
51937,0,-3.305485684371458,5,0
97716,0,-2.303559151455227,0,0
218384,0,-2.7832958263580703,4,0
97578,0,-2.05545416539082,0,0
16617,0,-2.1850457809099884,0,0
220881,0,-3.8890819257942137,1,0
220235,0,-2.1976420349534886,0,0
216677,0,-7.722050094649242,3,0
49609,0,-7.074511927850145,6,0
237217,0,-4.825886088369869,1,0
179858,0,-2.285785864361518,4,0
26329,0,-1.815518400279087,0,0
217620,0,-3.1463119776451007,1,0
222441,0,-2.303745884426269,0,0
119498,0,-1.9413083661078907,4,0
57350,0,-2.4122665081735395,0,0
146309,0,-3.0076556455792995,4,0
137649,0,-3.4914944421831002,0,0
257464,0,-2.58012618495622,4,0
84735,0,-1.997651950116537,4,0
246541,0,-2.0907149904885376,0,0
247423,0,-2.2942515793331424,0,0
52019,0,-2.139731963042837,4,0
44073,0,-8.049398925610763,3,0
73299,0,-2.903762457465308,5,0
69499,0,-2.1891934751418876,4,0
2451,0,-1.7325736214622869,0,0
165075,0,-2.139462066234049,0,0
104806,0,-1.756681364020432,4,0
111471,0,-1.7291328626624536,4,0
272552,0,-2.6211432131759005,0,0
57655,0,-3.5733319929256417,1,0
226288,1,-10.703178673688363,2,0
148504,0,-5.267226484142325,3,0
204692,0,-4.630060755345388,5,0
204953,0,-1.9945966241703426,4,0
43662,0,-2.0141408155869676,0,0
42680,0,-6.358184155882293,6,0
213432,0,-3.73387126588417,5,0
160111,0,-2.4723321390849278,4,0
206710,0,-2.7489240266045187,4,0
66335,0,-3.0724100092960214,1,0
40308,0,-6.973176548804846,6,0
172375,0,-2.286641555140478,0,0
118044,0,-3.5128640551182366,4,0
263620,0,-2.2675732300428657,0,0
190084,0,-2.8779929310480847,5,0
136976,0,-1.892097509205117,4,0
65791,0,-2.520580878231062,0,0
199213,0,-4.200550784598438,5,0
262326,0,-1.917435547869247,4,0
248974,0,-7.351494944073921,6,0
57148,0,-2.7837183860953396,5,0
37242,0,-1.7833181204470776,0,0
149282,0,-2.4507522072460164,4,0
71089,0,-2.0401530956947944,4,0
183877,0,-2.679167612298393,5,0
120421,0,-1.8468471681363179,0,0
110643,0,-2.59076417170632,4,0
266167,0,-3.451647671093622,5,0
30490,0,-1.7209022757577388,0,0
95588,0,-2.5921910895467315,5,0
158011,0,-2.7732061298539814,4,0
90055,0,-2.132885449779747,0,0
176636,0,-3.396451062995497,4,0
31943,0,-6.52993267527128,6,0
182511,0,-2.0992989194574423,0,0
122057,0,-1.6925020409097113,0,0
163811,0,-3.070866976780618,4,0
19868,0,-2.349856350241937,0,0
71754,0,-2.1704326454324,4,0
67789,0,-2.0071266500477742,0,0
189884,0,-2.3160821208082494,0,0
141375,0,-3.0962804850072154,1,0
272103,0,-6.53796987680862,6,0
244111,0,-2.3829012176753643,4,0
236493,0,-2.2167985605955143,4,0
249079,0,-2.0049183958704218,0,0
36930,0,-1.8911912412152767,0,0
50341,0,-1.7461347746822664,4,0
61358,0,-3.141531902262203,5,0
108902,1,-10.068087682305633,2,0
107259,0,-2.7992505245940773,4,0
212767,0,-3.079302646844351,1,0
94202,0,-1.8777737917597304,0,0
139554,0,-1.7335506716703906,4,0
225568,1,-10.217292964483459,3,0
101649,0,-2.8478718399831635,5,0
133916,0,-2.8471288435340814,1,0
272151,0,-2.6095985134178536,4,0
45116,0,-2.585548396957751,4,0
116255,0,-2.2065588646522607,0,0
130379,0,-3.4354156012620214,1,0
87086,0,-3.2902590963661598,1,0
150469,0,-2.5213661884416685,4,0
75779,0,-6.107624914094549,5,0
281696,1,-11.019344344818542,2,0
19478,0,-2.063412802104409,0,0
153071,0,-1.957590553677131,4,0
282804,0,-2.1505324879551404,4,0
32058,1,-8.767217154625065,6,0
197803,0,-2.096639817828619,4,0
146239,0,-2.5047965941599584,4,0
79001,1,-10.400534465910644,2,0
80820,0,-4.000214821510141,4,0
150771,0,-5.5678732562988795,3,0
255049,0,-2.1222467670418688,4,0
39179,0,-7.022202573117305,6,0
49363,0,-5.741632436090643,5,0
180839,0,-2.216302018606572,0,0
282200,0,-6.0842040772624655,6,0
66210,0,-3.4077753627899856,1,0
206854,0,-2.108301125375924,0,0
181837,0,-6.930978706083093,6,0
103158,0,-6.477974990745845,6,0
14955,0,-4.065052379840827,1,0
146687,0,-1.5371868347804312,0,0
282803,0,-2.527433334866144,4,0
76971,0,-4.129605584045216,5,0
76479,0,-5.432493335844403,3,0
283834,0,-2.2865869798718785,4,0
65112,0,-3.1273293380722604,1,0
81602,0,-1.8849997329113122,0,0
175093,0,-2.6599028643717366,4,0
82360,0,-2.1196435605606903,0,0
127665,0,-3.75874760750735,1,0
52064,0,-6.333027384204094,6,0
171291,0,-2.2685839881328076,0,0
129336,1,-8.636781664149382,6,0
193808,0,-3.7053120258516334,1,0
141646,0,-5.149086843352525,3,0
19782,1,-12.05746518135371,2,0
103059,0,-2.8710742650789376,1,0
143713,0,-1.7749648501212727,4,0
2487,0,-1.8470254668594828,0,0
238548,0,-5.300300630149957,1,0
26738,0,-3.1413919787843403,1,0
211469,0,-3.3667543763570684,4,0
143439,0,-2.4529645037795005,4,0
48559,0,-5.77114501382699,4,0
274448,0,-2.4093624744243,0,0
56174,0,-7.227404690001636,3,0
242479,0,-2.335358231733637,0,0
27982,0,-3.1977512523206038,1,0
94839,0,-3.24724209824388,1,0
81402,0,-1.9523196373908625,0,0
264998,0,-7.610188156867068,6,0
145298,0,-1.9384571881177688,0,0
186986,0,-2.252430531567432,0,0
95405,0,-2.0541850768982957,4,0
36699,0,-3.501778095772119,4,0
48612,0,-2.1914780504105225,0,0
258099,0,-2.1151973191485256,4,0
99778,0,-3.3648228977471084,1,0
199772,0,-2.159691869380443,0,0
190561,0,-2.6526469144950053,4,0
199322,0,-2.800979453331467,4,0
123349,0,-3.460427884542699,0,0
244867,0,-5.347113714666889,3,0
132970,0,-5.202683709235705,3,0
244601,1,-7.93463879543286,6,0
98800,0,-2.5408824018612672,0,0
29794,0,-3.2192321551196326,0,0
51362,0,-3.357119098565514,1,0
218050,0,-1.7581237397078089,4,0
35159,0,-6.695095993228239,6,0
130313,0,-1.8048790040566762,0,0
36627,0,-2.188738378326594,0,0
147881,0,-1.7916400473920013,0,0
127009,0,-6.038623213525519,3,0
121583,0,-4.0472640068050865,0,0
282047,0,-8.207241970590255,3,0
264852,0,-1.820365928501611,0,0
44055,0,-3.5971485585314698,5,0
243378,0,-2.281355023027983,0,0
208608,0,-1.94410948461728,0,0
273020,0,-2.0393765783810323,4,0
201258,0,-7.454465525435005,3,0
18653,1,-10.945957790627762,2,0
169296,0,-5.386884224326259,3,0
174205,0,-1.7670066993666573,0,0
169614,0,-5.778532788436597,3,0
277388,0,-3.357589873978059,4,0
134195,0,-1.936426195398051,0,0
85835,0,-3.4097854993820045,4,0
280719,0,-1.9528607896089438,0,0
211826,0,-5.138212849761084,3,0
135590,0,-2.6602936727837845,5,0
275751,0,-6.036323063567958,1,0
258394,0,-2.4994163319786176,0,0
120577,0,-2.170873752865396,0,0
98361,0,-4.120109617681173,4,0
210757,0,-3.8098935496882165,4,0
281006,0,-2.3294039611229724,0,0
163265,0,-5.630752628128952,3,0
219888,0,-2.4824334544504167,5,0
263231,0,-2.9759208039984966,4,0
230771,0,-2.2251054330608153,4,0
105583,0,-5.099656357541006,3,0
266432,0,-2.0237974737243567,0,0
144463,0,-2.9566007639134835,4,0
203044,0,-3.3769811048777156,5,0
71795,0,-2.16550341567712,0,0
3872,0,-2.6022878603725568,4,0
165162,0,-2.635128296576661,4,0
8516,0,-2.5417015882456684,4,0
28955,0,-2.2884446211089835,0,0
207090,0,-5.421857942743605,3,0
264893,0,-2.35944605039754,0,0
121924,0,-6.377980052524667,6,0
223598,0,-3.259095310902244,4,0
209516,0,-2.5466213627167966,4,0
186832,0,-2.7778621332557027,0,0
30228,0,-3.1477223195287,4,0
146938,0,-2.1427343649400754,4,0
188029,0,-3.0029368251823323,0,0
120109,0,-2.431730764675326,0,0
45173,0,-1.733614443755357,0,0
151855,0,-5.362548640989466,1,0
4487,0,-2.2150459320252955,4,0
173025,0,-4.65260574384604,3,0
153114,0,-2.786983861263316,5,0
210691,0,-3.6517085215303755,1,0
267729,0,-2.6387167650377377,5,0
284625,0,-1.9913932970558064,4,0
79871,0,-2.6686010697649345,5,0
57468,0,-3.4030376291293942,4,0
163718,0,-2.152699451898516,4,0
65929,0,-3.4258216074205823,1,0
58898,0,-2.172742543739487,0,0
221064,0,-3.151177450043506,5,0
36456,0,-2.1792520914992144,4,0
